graph name;iterations;time[ms];crossing_res;n;m;ang,res;aspect, Ratio;#crossing;
graph_1498.txt;300;69;88,977;26;39;14,842227057911083;11,180883881034124;9;
graph_1499.txt;500;150;83,5083;38;57;11,194250353569156;29,614929459802944;21;
graph_15.txt;700;162;89,1197;34;51;16,699244233993618;21,869703116247152;10;
graph_1500.txt;700;170;82,4905;32;48;7,1065457565329035;11,876364046807891;14;
graph_1501.txt;700;79;89,4467;20;30;0,38712775415102074;7,1428242181857975;9;
graph_1502.txt;300;83;84,1214;32;48;21,49022309657899;16,252115163694725;23;
graph_1503.txt;700;168;87,1098;34;51;2,7945090246561395;30,548770429623964;13;
graph_1505.txt;800;105;89,7907;20;30;3,0032254582919586;8,34668597388826;5;
graph_1506.txt;1200;271;88,6468;34;51;9,926760830614834;53,51547098857227;11;
graph_1507.txt;1300;410;84,4622;36;54;2,9577143379532003;7,679503651425507;23;
graph_1509.txt;300;98;86,3179;34;51;12,490811591199702;22,771607954873556;12;
graph_151.txt;700;219;79,4402;38;57;0,4845193550435435;21,259714219185998;18;
graph_1510.txt;800;237;86,4122;34;51;9,568161797549076;16,64797009146206;14;
graph_1512.txt;1400;322;88,8608;34;51;6,350483784511866;14,933677600882673;16;
graph_1513.txt;100;13;89,8402;24;36;15,118592084139438;8,260336468813245;3;
graph_1514.txt;1100;275;89,7646;30;45;23,632067529077197;7,898192303548092;9;
graph_1515.txt;500;174;88,7205;34;51;4,514356792761504;30,7053074342263;11;
graph_1517.txt;600;164;79,0849;34;51;4,751576034682541;19,76835047844408;21;
graph_1518.txt;600;113;89,8856;30;45;13,465507360125594;7,393496975909175;2;
graph_1519.txt;1300;288;87,0274;26;39;14,906148123791017;6,85744192705738;17;
graph_1520.txt;700;169;88,4651;32;48;6,99519229725792;15,136695159973309;12;
graph_1521.txt;600;193;84,5908;38;57;5,690483868130063;20,582210434238206;21;
graph_1522.txt;800;223;89,4722;38;57;7,525155050435076;23,308521698966285;13;
graph_1524.txt;600;175;84,7555;34;51;9,787716949265784;10,75914221839095;10;
graph_1525.txt;300;75;88,5206;30;45;9,904183212973862;8,983026111412885;12;
graph_1526.txt;1400;387;85,6138;38;57;8,72004410490921;32,53562659842144;15;
graph_1527.txt;600;176;86,294;34;51;25,80453239994713;35,447606448134565;14;
graph_1528.txt;900;274;88,8681;30;45;13,498040569160155;14,876512552315882;15;
graph_1529.txt;900;91;89,9173;20;30;27,069857901664587;7,66917627146923;3;
graph_153.txt;400;90;87,8431;32;48;4,356489998479018;113,99395729222846;10;
graph_1530.txt;700;188;87,6872;34;51;12,204189202340064;32,93343948317219;15;
graph_1531.txt;700;160;83,5747;30;45;3,7533429513208167;6,377719642880347;20;
graph_1532.txt;200;52;82,0349;34;51;4,067519566580055;20,605366393843177;13;
graph_1533.txt;600;152;87,0997;38;57;7,596613269965037;13,82946139715949;15;
graph_1534.txt;200;32;88,9957;28;42;19,09986032095657;14,005766156965308;5;
graph_1535.txt;300;85;82,7961;38;57;3,8409490253370877;107,86426150206884;18;
graph_1536.txt;600;156;85,2589;34;51;16,0694687552322;9,254696156899469;17;
graph_1537.txt;400;109;80,9955;38;57;0,7181900327686547;21,924771920235436;19;
graph_1538.txt;700;138;86,3064;34;51;18,28765922574683;22,908080253742593;21;
graph_1539.txt;900;249;85,2632;38;57;1,9263810101094068;7,2867200495639874;20;
graph_154.txt;600;181;77,6438;36;54;3,003152698789811;36,93773815526174;21;
graph_1540.txt;700;181;82,416;34;51;8,830933204418374;24,309081367701623;15;
graph_1541.txt;300;83;89,6308;32;48;12,058722000308606;27,149770783693743;7;
graph_1542.txt;1100;180;88,1846;22;33;9,875666042577336;16,78866258513178;13;
graph_1543.txt;400;106;89,5333;34;51;4,47152251532191;17,946944888197677;8;
graph_1544.txt;500;100;87,6696;26;39;22,686914428806983;7,361708292241675;12;
graph_1545.txt;600;144;88,398;34;51;24,01180747284585;18,370993277309733;9;
graph_1546.txt;300;95;84,2324;34;51;7,52992677768746;14,244836592899263;12;
graph_1547.txt;600;160;87,7264;34;51;9,889666927621194;54,46781859970982;13;
graph_1548.txt;800;189;85,2241;30;45;20,813649086712026;15,471196751507579;23;
graph_1549.txt;500;102;77,9429;34;51;17,352748759905683;48,86891352499341;17;
graph_155.txt;200;48;76,5914;34;51;22,43378755432687;14,93857324919964;22;
graph_1552.txt;500;70;89,5482;20;30;25,781567987227348;11,845015071068227;6;
graph_1553.txt;700;191;87,449;34;51;13,530262326854107;13,847775743000735;14;
graph_1554.txt;300;86;79,5941;38;57;2,4012179682541324;28,20710140747491;20;
graph_1555.txt;1300;217;85,8095;26;39;8,502156484397176;8,282663829061631;17;
graph_1556.txt;1100;231;88,933;34;51;12,352284419947429;17,82360249014598;14;
graph_1557.txt;900;258;79,7601;34;51;21,245950269464903;53,74289489637771;24;
graph_1558.txt;500;129;80,6185;30;45;5,586012670724422;5,800515774545824;16;
graph_1559.txt;800;111;88,7576;20;30;12,86061931101124;11,537230546405858;8;
graph_156.txt;600;125;83,7124;32;48;8,988729981395705;32,024351543845164;13;
graph_1560.txt;700;195;87,1688;38;57;8,278111864815248;36,936417599147056;12;
graph_1561.txt;500;110;83,7144;30;45;5,09936382239258;12,511974246034196;17;
graph_1562.txt;400;56;89,4684;28;42;12,023121109037788;9,057582703722272;6;
graph_1563.txt;200;57;80,1039;34;51;24,068463985698475;12,539556736820085;17;
graph_1564.txt;800;202;88,7217;28;42;16,201858407502588;12,718548777044067;12;
graph_1565.txt;500;171;82,7817;38;57;8,75206275817613;14,491617154715993;21;
graph_1566.txt;1300;327;88,1339;34;51;5,419754115149154;134,691329843719;12;
graph_1567.txt;1000;275;89,7447;32;48;8,439770640284491;18,97567078493065;10;
graph_1568.txt;1000;287;88,8773;34;51;15,64752198781008;27,230918854798652;10;
graph_1569.txt;1500;288;88,242;30;45;18,116051673355855;23,404908692922145;13;
graph_157.txt;600;171;88,2019;34;51;19,702347808155277;16,8324179771236;9;
graph_1570.txt;300;101;81,8686;34;51;6,2034479016918285;21,5242161747379;15;
graph_1571.txt;600;145;86,587;34;51;1,475677308149665;25,738627443361185;9;
graph_1572.txt;1100;274;85,0772;34;51;5,053317824271904;8,054511242930202;10;
graph_1573.txt;400;134;84,3182;36;54;9,541885815294469;11,935490419323008;15;
graph_1574.txt;1500;356;89,4888;34;51;2,80735164638779;37,05352967686187;9;
graph_1576.txt;1500;439;88,7123;36;54;4,111241611982181;45,528716803495236;13;
graph_1577.txt;200;29;89,5556;20;30;4,537118348198028;13,053855869705162;6;
graph_1579.txt;600;164;82,3035;34;51;2,042708786702472;11,850570537935695;16;
